Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
26.9,46.0,15.7,Red,Paddy,55,53,118,17-17-17
37.5,41.0,14.1,Black,Banana,266,161,41,17-17-17
32.7,60.0,78.4,Loamy,Ground Nuts,177,40,258,17-17-17
44.2,70.6,89.2,Black,Pulses,93,277,46,17-17-17
41.7,67.7,47.3,Black,Potato,243,75,117,17-17-17
25.2,70.3,48.9,Clayey,Banana,132,278,196,17-17-17
33.4,62.6,84.6,Red,Tomato,197,189,243,17-17-17
27.0,52.8,85.7,Clayey,Cotton,48,111,176,Urea
42.8,39.4,47.7,Loamy,Potato,11,231,53,Urea
39.2,85.8,10.7,Sandy,Oil seeds,30,70,148,Urea
36.9,69.9,67.4,Loamy,Banana,259,261,92,17-17-17
34.8,89.2,28.2,Sandy,Potato,66,30,213,17-17-17
22.4,27.4,63.7,Red,Ground Nuts,196,74,152,17-17-17
35.9,50.1,30.1,Loamy,Sugarcane,83,193,289,17-17-17
43.6,69.1,63.0,Clayey,Maize,220,89,0,DAP
23.4,40.4,57.2,Sandy,Wheat,222,287,26,17-17-17
13.3,37.0,15.9,Black,Ground Nuts,270,244,127,17-17-17
21.9,50.6,79.4,Loamy,Tobacco,203,3,264,10-26-26
20.3,91.9,33.0,Red,Millets,232,242,219,17-17-17
13.9,27.6,24.8,Loamy,Millets,291,199,57,17-17-17
39.3,93.5,89.7,Red,Banana,296,24,24,DAP
18.6,77.9,20.1,Black,Tobacco,26,174,38,Urea
23.9,67.5,35.1,Loamy,Potato,107,185,89,17-17-17
19.0,23.0,73.5,Sandy,Millets,214,17,112,10-26-26
32.0,20.5,61.6,Black,Maize,102,248,281,28-28
11.8,47.6,60.8,Sandy,Tomato,149,42,62,17-17-17
13.7,57.2,33.0,Clayey,Tobacco,216,293,254,17-17-17
24.1,56.2,21.8,Black,Mango,69,207,252,17-17-17
42.1,66.7,23.8,Sandy,Oil seeds,136,192,98,17-17-17
30.0,48.2,53.1,Red,Tobacco,139,127,284,17-17-17
34.0,60.8,52.5,Sandy,Wheat,205,156,179,17-17-17
21.1,93.1,56.0,Loamy,Mango,117,182,115,17-17-17
11.5,88.3,75.4,Clayey,Mango,220,17,180,10-26-26
21.3,37.0,81.6,Loamy,Maize,142,13,273,10-26-26
21.0,27.5,25.2,Red,Coffee,148,207,291,17-17-17
13.9,37.5,88.3,Loamy,Wheat,64,145,43,17-17-17
27.1,82.7,15.1,Loamy,Ground Nuts,208,135,137,17-17-17
40.4,36.3,33.0,Black,Oil seeds,29,113,9,DAP
41.2,44.3,88.8,Black,Sugarcane,190,4,150,20-20
27.0,50.7,66.1,Loamy,Barley,264,134,54,17-17-17
10.1,39.6,71.0,Black,Wheat,28,166,175,Urea
25.6,30.6,34.8,Black,Tobacco,249,85,5,DAP
31.0,90.6,46.1,Sandy,Wheat,40,18,92,20-20
38.0,55.2,85.6,Loamy,Barley,49,7,17,14-35-14
19.0,75.4,43.2,Red,Pulses,295,132,34,17-17-17
14.4,73.8,85.2,Loamy,Millets,62,297,216,17-17-17
41.3,82.1,63.2,Sandy,Millets,294,198,253,17-17-17
32.6,45.8,33.1,Black,Barley,270,111,107,17-17-17
44.5,20.3,72.0,Clayey,Tomato,39,224,158,Urea
41.2,58.3,28.4,Loamy,Tobacco,297,114,54,17-17-17
17.6,84.2,62.0,Sandy,Sugarcane,140,178,274,17-17-17
30.6,86.6,17.9,Loamy,Cotton,131,265,241,28-28
44.4,91.9,19.0,Loamy,Barley,41,96,49,Urea
23.4,91.3,25.3,Clayey,Paddy,296,282,250,17-17-17
30.8,82.7,79.7,Loamy,Tobacco,193,49,262,17-17-17
39.0,46.8,35.8,Red,Tobacco,241,255,113,17-17-17
37.0,67.9,35.3,Clayey,Oil seeds,163,116,46,17-17-17
25.0,51.2,25.1,Loamy,Paddy,42,44,139,Urea
22.1,31.4,70.0,Sandy,Coffee,18,133,38,Urea
40.1,84.8,88.3,Sandy,Wheat,193,100,115,17-17-17
31.3,49.1,13.0,Red,Oil seeds,120,14,273,10-26-26
10.6,40.4,56.3,Clayey,Mango,34,109,215,Urea
15.8,47.2,22.4,Loamy,Pulses,183,247,240,17-17-17
42.5,49.5,10.6,Loamy,Mango,170,267,189,17-17-17
14.5,70.9,33.9,Loamy,Tobacco,210,240,188,17-17-17
39.6,75.5,27.0,Loamy,Pulses,18,148,114,Urea
14.3,79.5,52.6,Loamy,Mango,293,295,7,DAP
43.5,37.6,14.4,Loamy,Paddy,275,55,49,17-17-17
25.1,62.0,47.4,Clayey,Paddy,262,79,88,17-17-17
21.1,71.4,32.4,Clayey,Sugarcane,180,27,176,17-17-17
30.9,55.1,56.2,Red,Millets,17,144,48,Urea
21.3,48.4,73.1,Loamy,Sugarcane,256,221,34,17-17-17
34.3,89.7,59.1,Red,Ground Nuts,158,83,26,17-17-17
36.1,48.0,77.2,Clayey,Cotton,80,98,178,28-28
12.2,83.2,71.0,Red,Wheat,58,243,262,17-17-17
36.8,69.6,58.7,Sandy,Tomato,169,155,104,17-17-17
44.4,21.5,83.7,Clayey,Sugarcane,173,282,52,17-17-17
15.2,75.6,70.2,Red,Tobacco,12,187,253,Urea
36.9,69.6,14.2,Red,Mango,287,63,209,17-17-17
45.0,79.5,89.3,Clayey,Mango,267,131,134,17-17-17
18.3,58.8,53.0,Black,Banana,104,96,50,17-17-17
39.2,24.4,45.0,Black,Pulses,278,236,188,17-17-17
41.2,77.7,64.2,Sandy,Cotton,104,240,122,28-28
31.8,36.4,23.3,Loamy,Cotton,126,242,163,28-28
14.6,87.6,41.2,Sandy,Coffee,162,149,32,17-17-17
42.7,66.8,28.3,Clayey,Tobacco,57,252,287,17-17-17
24.4,60.5,13.2,Red,Wheat,97,117,277,17-17-17
20.7,69.3,28.7,Clayey,Barley,93,283,294,17-17-17
16.4,82.7,75.1,Black,Oil seeds,92,118,209,17-17-17
19.8,64.6,12.2,Red,Oil seeds,97,270,262,17-17-17
18.0,64.8,68.3,Red,Potato,94,0,279,10-26-26
37.2,76.2,47.8,Red,Millets,88,189,295,17-17-17
14.6,32.9,73.4,Loamy,Cotton,243,113,214,28-28
41.1,80.1,65.1,Sandy,Maize,223,185,289,28-28
15.9,69.6,69.7,Red,Paddy,219,160,123,17-17-17
11.5,57.3,55.6,Black,Coffee,277,23,217,10-26-26
24.1,58.9,13.4,Loamy,Potato,214,61,245,17-17-17
27.0,69.3,64.9,Sandy,Mango,129,97,61,17-17-17
24.2,86.9,46.7,Loamy,Oil seeds,230,104,159,17-17-17
27.0,34.1,18.6,Sandy,Paddy,207,215,263,17-17-17
23.9,80.3,73.9,Loamy,Tobacco,141,283,179,17-17-17
28.0,81.4,84.0,Black,Cotton,91,113,292,28-28
13.3,42.9,81.8,Loamy,Oil seeds,76,78,179,17-17-17
31.7,41.8,24.1,Red,Barley,168,134,9,DAP
10.1,36.3,53.0,Black,Potato,71,129,50,17-17-17
41.8,76.7,51.3,Red,Coffee,177,44,291,17-17-17
41.0,41.9,88.8,Clayey,Millets,53,158,14,DAP
27.4,78.5,20.1,Red,Banana,224,151,177,17-17-17
24.9,46.8,72.3,Red,Cotton,160,165,3,DAP
25.3,21.7,46.0,Black,Wheat,4,158,75,Urea
26.8,44.2,63.8,Loamy,Sugarcane,186,86,294,17-17-17
40.4,64.3,49.0,Loamy,Barley,299,144,231,17-17-17
11.2,68.8,61.9,Red,Cotton,288,140,25,28-28
21.8,23.9,50.1,Red,Millets,67,78,88,17-17-17
28.1,55.5,87.7,Loamy,Sugarcane,209,244,110,17-17-17
11.3,76.6,78.6,Sandy,Banana,4,123,142,Urea
40.3,59.2,66.1,Red,Barley,175,204,93,17-17-17
21.2,32.4,88.0,Red,Ground Nuts,232,142,144,17-17-17
20.1,53.2,25.3,Clayey,Pulses,287,224,1,DAP
22.4,27.1,83.6,Clayey,Paddy,11,139,262,Urea
20.0,49.9,52.3,Loamy,Banana,283,293,64,17-17-17
19.4,31.5,83.1,Loamy,Tobacco,69,259,61,17-17-17
34.5,44.2,62.3,Red,Pulses,119,175,282,17-17-17
16.1,42.3,19.6,Clayey,Coffee,19,290,140,Urea
16.3,72.6,47.3,Sandy,Barley,296,150,110,17-17-17
33.9,62.7,67.4,Loamy,Wheat,45,145,38,Urea
35.3,30.4,10.7,Loamy,Coffee,164,96,112,17-17-17
42.6,88.8,51.7,Clayey,Banana,251,207,198,17-17-17
20.0,70.1,43.1,Loamy,Millets,134,179,47,17-17-17
39.5,73.0,44.8,Sandy,Ground Nuts,173,1,178,10-26-26
36.6,92.0,42.4,Red,Paddy,234,113,161,17-17-17
16.6,52.7,87.2,Loamy,Cotton,120,216,23,DAP
16.6,74.6,78.5,Clayey,Tobacco,170,127,189,17-17-17
10.1,29.6,75.8,Clayey,Pulses,75,124,16,DAP
21.4,60.0,57.6,Black,Oil seeds,233,226,160,17-17-17
20.7,31.3,13.2,Black,Tobacco,248,188,137,17-17-17
11.3,79.7,32.6,Red,Potato,213,209,159,17-17-17
29.0,57.2,32.1,Black,Mango,281,209,85,17-17-17
36.7,50.9,54.3,Red,Cotton,148,3,158,10-26-26
40.4,86.5,71.4,Clayey,Potato,108,194,165,17-17-17
35.3,74.8,48.9,Clayey,Pulses,163,91,50,17-17-17
24.7,42.4,29.7,Loamy,Potato,244,38,216,17-17-17
36.2,25.0,42.0,Black,Mango,149,122,258,17-17-17
25.2,53.9,60.7,Red,Coffee,229,252,137,17-17-17
16.1,51.3,78.4,Sandy,Millets,176,268,223,17-17-17
37.3,77.1,89.6,Clayey,Oil seeds,29,163,33,Urea
26.0,76.3,30.3,Red,Coffee,211,271,139,17-17-17
37.3,39.8,15.0,Black,Ground Nuts,1,166,108,Urea
39.7,68.0,25.9,Sandy,Ground Nuts,177,225,107,17-17-17
17.7,78.6,53.1,Red,Oil seeds,161,173,213,17-17-17
30.4,56.1,67.8,Loamy,Coffee,191,153,228,17-17-17
11.2,28.0,68.3,Loamy,Millets,295,295,44,17-17-17
41.7,26.6,21.9,Sandy,Barley,290,167,216,17-17-17
35.8,70.9,88.6,Loamy,Barley,257,144,97,17-17-17
28.2,86.3,74.3,Black,Ground Nuts,248,171,293,17-17-17
35.0,89.7,50.7,Black,Oil seeds,164,28,237,17-17-17
21.2,85.8,84.6,Sandy,Tobacco,216,23,143,10-26-26
38.0,82.1,21.6,Black,Millets,92,226,65,17-17-17
22.5,83.5,21.9,Black,Barley,99,26,29,17-17-17
42.3,47.1,26.4,Clayey,Ground Nuts,143,13,129,10-26-26
14.0,65.9,38.4,Loamy,Maize,145,45,31,28-28
37.6,35.4,45.0,Red,Sugarcane,277,196,132,17-17-17
40.9,38.4,40.0,Clayey,Ground Nuts,201,201,76,17-17-17
26.4,31.6,57.7,Black,Tomato,61,122,148,17-17-17
15.7,36.9,34.1,Red,Coffee,205,259,5,DAP
28.3,47.5,19.2,Loamy,Mango,107,170,136,17-17-17
26.3,21.0,31.4,Red,Millets,222,276,254,17-17-17
30.3,69.5,86.0,Clayey,Pulses,48,240,48,Urea
37.1,39.1,28.9,Black,Potato,110,11,298,10-26-26
34.5,33.8,78.6,Clayey,Mango,73,289,17,DAP
29.5,55.1,15.8,Black,Maize,86,189,55,28-28
27.6,41.5,20.0,Loamy,Tobacco,224,145,175,17-17-17
21.5,20.8,59.3,Clayey,Banana,232,25,91,17-17-17
22.0,27.0,42.8,Sandy,Ground Nuts,104,80,142,17-17-17
26.0,34.8,11.0,Black,Tomato,161,291,106,17-17-17
33.9,62.3,17.8,Sandy,Oil seeds,233,30,168,17-17-17
15.0,46.2,32.1,Loamy,Mango,189,118,130,17-17-17
24.8,50.1,52.4,Clayey,Tomato,57,164,87,17-17-17
32.3,49.1,63.7,Loamy,Tobacco,177,189,65,17-17-17
40.1,72.1,76.7,Loamy,Potato,177,255,172,17-17-17
44.0,45.1,78.7,Sandy,Coffee,71,69,140,17-17-17
11.4,42.7,76.8,Black,Pulses,57,243,213,17-17-17
32.8,34.7,42.4,Black,Oil seeds,261,100,131,17-17-17
35.0,33.2,35.2,Black,Banana,65,54,157,17-17-17
27.7,76.6,14.2,Loamy,Maize,236,264,155,28-28
20.9,36.4,29.3,Black,Banana,202,80,209,17-17-17
27.2,94.8,83.1,Sandy,Cotton,216,252,232,28-28
41.8,25.7,44.1,Clayey,Wheat,161,206,104,17-17-17
16.2,73.2,78.8,Clayey,Oil seeds,78,141,93,17-17-17
13.3,68.3,49.5,Red,Banana,168,260,139,17-17-17
23.6,71.8,27.2,Sandy,Wheat,218,66,281,17-17-17
32.3,58.1,41.3,Sandy,Mango,262,164,68,17-17-17
15.7,72.2,12.9,Sandy,Banana,243,276,285,17-17-17
23.3,94.6,79.2,Red,Banana,65,95,195,17-17-17
18.2,69.7,71.1,Clayey,Sugarcane,248,62,149,17-17-17
43.7,86.5,87.0,Clayey,Millets,204,254,269,17-17-17
23.4,53.7,78.3,Loamy,Sugarcane,186,138,283,17-17-17
29.6,89.7,36.3,Clayey,Mango,250,219,49,17-17-17
44.1,70.7,71.3,Clayey,Tobacco,226,246,8,DAP
25.4,33.5,13.5,Sandy,Pulses,192,191,75,17-17-17
19.3,51.2,82.9,Red,Sugarcane,134,103,114,17-17-17
20.1,26.9,80.1,Loamy,Mango,275,95,145,17-17-17
16.4,67.1,89.9,Clayey,Paddy,262,16,244,20-20
27.3,51.8,64.2,Black,Coffee,140,66,36,17-17-17
41.3,83.9,73.0,Red,Potato,213,126,25,17-17-17
37.2,91.8,17.5,Black,Coffee,163,258,54,17-17-17
41.5,75.3,80.0,Sandy,Banana,50,233,252,17-17-17
25.6,77.0,10.4,Sandy,Cotton,298,32,278,28-28
26.1,70.2,69.1,Red,Wheat,20,24,221,Urea
15.0,46.7,54.3,Black,Maize,24,67,46,Urea
17.1,87.9,63.1,Black,Barley,262,109,258,17-17-17
44.4,90.9,66.8,Black,Wheat,103,164,172,17-17-17
19.7,23.9,43.1,Loamy,Sugarcane,83,298,62,17-17-17
19.6,52.2,32.9,Sandy,Mango,73,23,254,10-26-26
25.3,34.3,85.4,Sandy,Ground Nuts,261,239,141,17-17-17
32.9,35.9,45.5,Clayey,Millets,239,151,81,17-17-17
42.1,71.7,37.4,Red,Millets,272,83,289,17-17-17
33.6,25.1,85.8,Black,Tobacco,115,266,28,17-17-17
11.9,54.5,55.1,Red,Wheat,189,81,221,17-17-17
39.8,34.7,51.7,Black,Millets,135,266,291,17-17-17
33.5,94.0,23.2,Clayey,Pulses,258,274,95,17-17-17
36.5,55.3,45.9,Black,Ground Nuts,163,57,229,17-17-17
25.3,22.3,63.5,Loamy,Tomato,64,269,70,17-17-17
16.4,48.3,88.0,Loamy,Paddy,225,77,9,DAP
37.9,59.0,36.4,Loamy,Millets,187,241,144,17-17-17
41.1,94.9,33.4,Clayey,Pulses,115,25,248,17-17-17
30.3,40.4,70.6,Loamy,Barley,217,196,52,17-17-17
27.1,66.0,26.2,Clayey,Pulses,191,293,26,17-17-17
23.0,35.5,34.1,Clayey,Tobacco,96,285,200,17-17-17
19.0,42.8,13.3,Loamy,Cotton,5,212,237,Urea
42.8,71.4,30.3,Red,Paddy,274,276,122,17-17-17
30.2,70.7,37.7,Red,Wheat,90,147,208,17-17-17
37.9,34.3,78.0,Clayey,Cotton,174,47,233,28-28
11.3,47.4,69.3,Black,Oil seeds,265,222,294,17-17-17
17.5,73.0,29.6,Black,Ground Nuts,224,208,214,17-17-17
11.0,25.6,15.8,Black,Maize,25,252,148,Urea
11.0,94.7,18.2,Red,Sugarcane,60,296,269,17-17-17
25.4,69.2,60.8,Black,Pulses,46,230,204,Urea
37.5,52.5,67.4,Red,Wheat,269,158,257,17-17-17
22.0,78.6,60.9,Loamy,Tomato,198,245,223,17-17-17
41.5,65.9,74.3,Black,Tobacco,56,140,126,17-17-17
16.2,95.0,51.9,Red,Pulses,208,99,232,17-17-17
14.2,42.2,81.6,Red,Pulses,237,119,40,17-17-17
20.4,54.9,67.8,Red,Ground Nuts,36,201,205,Urea
26.9,66.7,69.7,Sandy,Paddy,230,25,240,17-17-17
41.5,66.7,45.1,Loamy,Coffee,112,87,244,17-17-17
22.4,22.6,72.6,Red,Maize,227,180,177,28-28
39.5,21.1,34.0,Loamy,Cotton,222,276,180,28-28
30.5,34.6,63.7,Sandy,Tomato,234,116,157,17-17-17
22.5,21.5,19.0,Loamy,Paddy,58,101,203,17-17-17
29.4,52.3,60.0,Black,Coffee,234,115,93,17-17-17
13.6,70.0,89.6,Black,Sugarcane,240,293,185,17-17-17
35.2,23.1,26.5,Loamy,Mango,266,169,158,17-17-17
29.4,48.5,26.9,Sandy,Potato,281,33,154,17-17-17
40.0,22.9,65.9,Loamy,Pulses,168,16,244,10-26-26
36.3,84.7,73.8,Black,Barley,156,202,3,DAP
26.4,50.3,30.0,Clayey,Banana,119,224,59,17-17-17
28.5,22.7,82.6,Black,Wheat,104,296,211,17-17-17
12.8,89.4,76.6,Red,Barley,186,113,194,17-17-17
32.8,85.8,61.4,Loamy,Oil seeds,256,291,102,17-17-17
13.7,49.7,57.0,Sandy,Tobacco,142,126,56,17-17-17
24.1,31.8,67.6,Clayey,Oil seeds,275,88,69,17-17-17
34.1,22.9,57.4,Sandy,Cotton,163,95,234,28-28
26.6,31.1,33.2,Red,Tomato,162,122,109,17-17-17
16.2,76.0,42.2,Red,Tobacco,80,32,87,17-17-17
24.1,62.1,64.2,Loamy,Tomato,260,145,263,17-17-17
15.5,23.4,62.2,Sandy,Maize,210,61,132,28-28
22.7,79.3,76.7,Red,Mango,199,87,215,17-17-17
21.3,32.6,69.1,Clayey,Wheat,111,56,121,17-17-17
30.5,86.4,48.6,Red,Pulses,79,118,192,17-17-17
43.3,81.0,73.3,Clayey,Sugarcane,272,119,24,DAP
38.5,88.9,74.2,Clayey,Oil seeds,65,236,228,17-17-17
13.8,27.1,42.7,Black,Tomato,118,54,135,17-17-17
40.2,67.6,36.2,Black,Millets,175,36,294,17-17-17
41.5,22.4,53.2,Black,Coffee,117,191,33,17-17-17
24.7,87.5,82.9,Sandy,Cotton,255,150,298,28-28
31.4,79.1,60.4,Black,Barley,171,243,86,17-17-17
38.7,41.1,30.4,Black,Wheat,219,95,1,DAP
23.8,65.0,18.7,Loamy,Barley,123,148,41,17-17-17
25.5,82.3,47.9,Red,Oil seeds,267,50,63,17-17-17
36.1,89.0,28.8,Black,Oil seeds,93,24,204,10-26-26
12.6,35.2,67.3,Sandy,Barley,299,9,184,10-26-26
16.5,91.0,54.4,Red,Oil seeds,30,37,83,Urea
22.1,51.0,79.5,Sandy,Wheat,98,254,171,17-17-17
24.7,50.4,51.0,Red,Banana,273,78,155,17-17-17
31.0,60.0,36.3,Loamy,Mango,70,63,84,17-17-17
22.5,35.6,53.7,Black,Barley,285,1,142,10-26-26
41.1,71.6,63.4,Red,Barley,3,55,279,Urea
21.5,20.9,38.4,Red,Cotton,271,299,248,28-28
13.8,23.8,45.5,Black,Barley,233,195,247,17-17-17
22.1,29.8,38.4,Loamy,Oil seeds,278,254,24,DAP
13.4,32.2,17.9,Sandy,Oil seeds,177,117,293,17-17-17
21.4,48.7,66.1,Loamy,Tomato,112,81,100,17-17-17
27.1,27.5,54.3,Red,Maize,161,41,217,28-28
32.8,40.6,53.1,Black,Paddy,162,217,3,DAP
16.8,38.4,18.7,Black,Cotton,242,235,194,28-28
20.1,63.3,69.1,Red,Pulses,81,160,59,17-17-17
14.2,93.7,58.0,Loamy,Ground Nuts,78,31,34,17-17-17
17.4,83.6,53.4,Red,Oil seeds,158,161,123,17-17-17
39.5,50.8,41.2,Black,Banana,33,67,141,Urea
17.4,31.8,80.6,Black,Coffee,192,93,274,17-17-17
27.4,86.5,49.8,Red,Paddy,198,224,52,17-17-17
12.1,55.6,49.7,Loamy,Wheat,291,165,265,17-17-17
12.4,87.6,30.7,Black,Ground Nuts,43,178,23,Urea
14.8,42.8,74.1,Red,Sugarcane,69,213,218,17-17-17
14.0,35.7,27.2,Loamy,Sugarcane,163,263,134,17-17-17
44.5,32.4,68.0,Sandy,Mango,18,23,83,Urea
32.7,50.1,72.4,Red,Pulses,67,259,245,17-17-17
30.6,69.4,89.4,Clayey,Cotton,217,155,206,28-28
25.3,23.9,28.1,Clayey,Wheat,88,204,207,17-17-17
31.9,42.7,14.1,Sandy,Sugarcane,164,257,58,17-17-17
23.1,40.5,49.6,Black,Wheat,21,259,168,Urea
11.9,43.8,18.3,Loamy,Wheat,159,60,227,17-17-17
35.1,55.9,69.4,Red,Coffee,137,238,287,17-17-17
14.1,80.8,53.5,Sandy,Paddy,152,134,27,17-17-17
28.7,80.4,32.7,Black,Cotton,209,183,123,28-28
43.8,20.6,72.7,Clayey,Pulses,222,109,214,17-17-17
37.8,61.2,72.3,Sandy,Tomato,70,22,227,10-26-26
32.7,60.0,24.2,Loamy,Oil seeds,125,234,126,17-17-17
30.4,56.6,15.5,Black,Millets,146,131,97,17-17-17
17.0,50.2,53.6,Red,Tobacco,117,137,45,17-17-17
18.3,44.3,43.0,Sandy,Mango,148,167,295,17-17-17
10.3,75.2,88.7,Sandy,Ground Nuts,275,259,181,17-17-17
39.1,90.5,88.7,Red,Oil seeds,170,60,161,17-17-17
13.0,92.2,69.7,Loamy,Cotton,297,65,91,28-28
19.4,69.9,29.7,Red,Banana,100,278,13,DAP
10.8,88.7,18.9,Black,Wheat,182,146,168,17-17-17
19.8,55.7,44.0,Black,Barley,173,126,199,17-17-17
28.5,57.4,68.6,Sandy,Mango,283,49,203,17-17-17
32.5,37.6,14.2,Black,Paddy,54,252,17,DAP
24.0,43.3,81.8,Black,Cotton,159,210,74,28-28
38.9,88.9,36.7,Clayey,Pulses,145,120,38,17-17-17
28.4,28.3,71.0,Red,Banana,172,22,268,10-26-26
34.7,26.8,17.6,Clayey,Barley,157,250,107,17-17-17
15.8,70.8,44.3,Sandy,Millets,145,120,70,17-17-17
37.5,80.5,81.4,Black,Mango,268,96,41,17-17-17
31.9,59.7,69.8,Loamy,Paddy,79,201,26,17-17-17
32.8,93.1,57.0,Sandy,Paddy,181,29,23,DAP
30.4,73.2,25.4,Clayey,Sugarcane,41,74,24,Urea
26.8,71.5,11.3,Loamy,Millets,247,82,14,DAP
21.1,45.7,52.3,Clayey,Cotton,49,135,20,DAP
28.1,81.4,49.6,Black,Cotton,194,94,157,28-28
27.9,55.6,16.8,Black,Paddy,220,200,94,17-17-17
32.8,70.5,70.7,Loamy,Tomato,113,297,129,17-17-17
39.2,63.2,22.5,Sandy,Oil seeds,279,167,64,17-17-17
30.1,91.5,29.5,Red,Coffee,7,155,213,Urea
16.3,83.8,19.6,Sandy,Paddy,229,131,165,17-17-17
26.9,40.8,46.6,Loamy,Millets,276,148,144,17-17-17
40.7,80.9,48.4,Clayey,Pulses,22,175,244,Urea
44.3,32.6,54.0,Loamy,Ground Nuts,160,150,116,17-17-17
18.1,72.3,53.9,Red,Ground Nuts,87,13,190,10-26-26
13.4,43.9,51.4,Loamy,Potato,109,25,33,17-17-17
36.0,80.6,30.7,Loamy,Banana,143,72,38,17-17-17
32.1,89.2,11.4,Sandy,Oil seeds,235,218,34,17-17-17
27.3,80.5,43.5,Black,Ground Nuts,143,67,263,17-17-17
43.7,39.5,76.8,Clayey,Barley,262,140,117,17-17-17
29.4,72.0,21.7,Clayey,Wheat,11,247,106,Urea
19.1,54.5,64.6,Black,Mango,168,162,28,17-17-17
22.8,85.3,10.3,Clayey,Maize,47,91,77,Urea
41.5,69.2,83.6,Black,Ground Nuts,298,195,165,17-17-17
18.2,44.8,23.1,Clayey,Maize,77,256,263,28-28
15.0,28.7,52.2,Red,Barley,95,60,216,17-17-17
18.2,78.4,14.0,Red,Mango,154,115,16,DAP
42.3,31.8,55.4,Loamy,Banana,122,292,224,17-17-17
37.8,41.0,73.6,Loamy,Potato,167,78,297,17-17-17
38.6,50.0,41.9,Black,Maize,7,115,180,Urea
20.9,23.8,37.4,Sandy,Banana,262,265,8,DAP
44.5,74.4,83.7,Red,Paddy,298,135,112,17-17-17
15.0,47.5,18.0,Black,Oil seeds,183,153,2,DAP
25.2,32.2,25.0,Sandy,Wheat,243,173,5,DAP
42.1,25.5,37.4,Loamy,Tobacco,110,74,212,17-17-17
37.1,53.6,45.4,Black,Tobacco,298,107,4,DAP
44.0,24.5,83.5,Clayey,Pulses,299,146,40,17-17-17
21.7,83.7,64.9,Clayey,Mango,118,192,69,17-17-17
22.6,90.3,64.9,Clayey,Millets,283,125,53,17-17-17
35.1,70.5,81.1,Loamy,Pulses,104,210,245,17-17-17
24.8,92.1,27.0,Sandy,Maize,254,238,131,28-28
44.1,27.2,67.0,Sandy,Tobacco,113,247,64,17-17-17
18.3,30.1,86.6,Black,Pulses,126,49,105,17-17-17
32.2,72.0,51.9,Loamy,Pulses,46,127,178,Urea
38.8,79.7,50.6,Sandy,Barley,65,162,62,17-17-17
20.3,76.4,70.3,Loamy,Barley,66,206,61,17-17-17
35.1,27.9,58.9,Loamy,Mango,26,70,81,Urea
10.5,80.3,22.0,Red,Banana,271,111,145,17-17-17
22.9,26.8,52.8,Loamy,Millets,280,193,120,17-17-17
10.7,94.0,27.5,Red,Cotton,100,184,78,28-28
42.7,35.9,87.9,Sandy,Wheat,142,26,47,17-17-17
14.0,88.7,24.1,Sandy,Cotton,102,270,223,28-28
44.6,46.2,76.8,Black,Wheat,121,211,95,17-17-17
14.6,49.8,81.6,Red,Wheat,280,107,239,17-17-17
18.5,27.0,67.5,Red,Barley,195,219,255,17-17-17
29.4,94.3,80.3,Clayey,Ground Nuts,296,142,172,17-17-17
27.4,42.1,15.9,Red,Wheat,199,222,102,17-17-17
23.6,80.9,22.1,Clayey,Banana,297,213,116,17-17-17
30.9,36.4,15.5,Black,Mango,238,130,191,17-17-17
33.5,90.2,33.5,Sandy,Potato,52,198,48,17-17-17
11.3,20.8,73.9,Loamy,Wheat,69,215,22,DAP
30.1,45.0,62.4,Red,Millets,213,205,112,17-17-17
38.6,69.9,32.7,Loamy,Cotton,158,1,89,10-26-26
28.6,70.8,52.0,Black,Tobacco,2,163,230,Urea
33.2,26.0,83.1,Loamy,Mango,257,186,233,17-17-17
27.8,82.6,41.3,Loamy,Sugarcane,87,71,299,17-17-17
42.5,82.0,33.5,Black,Millets,200,2,218,10-26-26
41.5,41.9,49.2,Sandy,Paddy,129,284,131,17-17-17
36.7,48.1,63.4,Loamy,Millets,82,195,262,17-17-17
14.9,49.9,51.3,Black,Coffee,31,60,299,Urea
19.0,38.5,35.2,Loamy,Tobacco,196,228,234,17-17-17
34.3,73.3,25.9,Loamy,Ground Nuts,103,300,1,DAP
31.0,68.2,88.8,Sandy,Banana,225,269,264,17-17-17
10.2,74.5,16.8,Clayey,Pulses,138,117,193,17-17-17
43.1,58.2,73.2,Sandy,Wheat,146,247,15,DAP
22.4,69.2,17.0,Clayey,Sugarcane,73,299,267,17-17-17
43.2,60.0,81.3,Loamy,Ground Nuts,21,153,109,Urea
16.5,67.4,69.5,Clayey,Ground Nuts,265,15,247,10-26-26
28.3,38.2,47.4,Loamy,Coffee,278,124,181,17-17-17
38.2,80.9,13.8,Sandy,Coffee,154,238,37,17-17-17
39.8,58.7,70.1,Clayey,Cotton,23,132,38,Urea
21.6,87.6,89.2,Black,Oil seeds,265,73,166,17-17-17
25.5,50.8,34.5,Sandy,Tobacco,223,41,230,17-17-17
34.0,45.8,49.7,Red,Sugarcane,210,148,206,17-17-17
39.3,24.8,20.3,Loamy,Tomato,286,253,49,17-17-17
30.7,90.5,31.5,Clayey,Sugarcane,279,60,141,17-17-17
29.6,45.6,12.9,Loamy,Ground Nuts,112,117,247,17-17-17
10.9,76.5,28.4,Sandy,Paddy,292,180,23,DAP
